Date,Hour,Day,Holiday,Load,Load,t-3,Load,t-3,,t-3,t-2,t-3,t-2,t-2,t-1,t-2,t-1,t-1,t-1,H/o,H/o,h/o,W/o,,W/O,Month,d-1,month,d-1,d-1
,1,,,33.18586923,0.107051191,42.194504,01:00.1,0.136111303,2:0.136111303,02:00.1,41.02347925,00:00.1,0.132333804,03:00.1,33.48395738,00:00.1,0.108012766,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,35.9,7:10,0.115806452,08:00.1
,2,,,38.60328449,0.124526724,41.02347925,01:00.1,0.132333804,2:0.132333804,02:00.1,33.48395738,00:00.1,0.108012766,03:00.1,33.18586923,00:00.1,0.107051191,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,36.5,7:10,0.117741935,08:00.1
,3,,,35.21485098,0.113596293,33.48395738,01:00.1,0.108012766,2:0.108012766,02:00.1,33.18586923,00:00.1,0.107051191,03:00.1,38.60328449,00:00.1,0.124526724,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,36.7,7:10,0.118387097,08:00.1
,4,,,34.15768154,0.110186069,33.18586923,01:00.1,0.107051191,2:0.107051191,02:00.1,38.60328449,00:00.1,0.124526724,03:00.1,35.21485098,00:00.1,0.113596293,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,35,7:10,0.112903226,08:00.1
,5,,,32.03213548,0.103329469,38.60328449,01:00.1,0.124526724,2:0.124526724,02:00.1,35.21485098,00:00.1,0.113596293,03:00.1,34.15768154,00:00.1,0.110186069,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,27.9,7:10,0.09,08:00.1
,6,,,27.91728805,0.090055768,35.21485098,01:00.1,0.113596293,2:0.113596293,02:00.1,34.15768154,00:00.1,0.110186069,03:00.1,32.03213548,00:00.1,0.103329469,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,45.9,7:10,0.148064516,08:00.1
,7,,,100.3847398,0.323821741,34.15768154,01:00.3,0.110186069,2:0.110186069,02:00.1,32.03213548,00:00.1,0.103329469,03:00.1,27.91728805,00:00.1,0.090055768,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,81.2,7:10,0.261935484,08:00.3
,8,,,130.7214079,0.421681961,32.03213548,01:00.4,0.103329469,2:0.103329469,02:00.1,27.91728805,00:00.1,0.090055768,03:00.1,100.3847398,00:00.1,0.323821741,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,95.1,7:10,0.306774194,08:00.3
,9,,,102.3,0.33,27.91728805,01:00.3,0.090055768,2:0.090055768,02:00.1,100.3847398,00:00.1,0.323821741,03:00.3,130.7214079,00:00.3,0.421681961,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,10,133.5,7:10,0.430645161,08:00.4
,10,,,180.8,0.583225806,100.3847398,01:00.6,0.323821741,2:0.323821741,02:00.3,130.7214079,00:00.3,0.421681961,03:00.4,102.3,00:00.4,0.33,04:00.3,04:00.3,1,5:1,5:01,1,6:1,6:01,10,165.8,7:10,0.53483871,08:00.5
,11,,,181.7,0.586129032,130.7214079,01:00.6,0.421681961,2:0.421681961,02:00.4,102.3,00:00.4,0.33,03:00.3,180.8,03:00.3,0.583225806,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,165.6,7:10,0.534193548,08:00.5
,12,,,191.1,0.616451613,102.3,01:00.6,0.33,2:0.33,02:00.3,180.8,02:00.3,0.583225806,03:00.6,181.7,00:00.6,0.586129032,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,178.9,7:10,0.577096774,08:00.6
,13,,,183.9,0.593225806,180.8,01:00.6,0.583225806,2:0.583225806,02:00.6,181.7,00:00.6,0.586129032,03:00.6,191.1,00:00.6,0.616451613,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,170.1,7:10,0.548709677,08:00.5
,14,,,200.3,0.646129032,181.7,01:00.6,0.586129032,2:0.586129032,02:00.6,191.1,00:00.6,0.616451613,03:00.6,183.9,00:00.6,0.593225806,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,195.9,7:10,0.631935484,08:00.6
,15,,,170.4,0.549677419,191.1,01:00.6,0.616451613,2:0.616451613,02:00.6,183.9,00:00.6,0.593225806,03:00.6,200.3,00:00.6,0.646129032,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,182.7,7:10,0.589354839,08:00.6
,16,,,149.8,0.483225806,183.9,01:00.5,0.593225806,2:0.593225806,02:00.6,200.3,00:00.6,0.646129032,03:00.6,170.4,00:00.6,0.549677419,04:00.5,00:00.6,1,5:1,5:01,1,6:1,6:01,10,169.8,7:10,0.547741935,08:00.5
,17,,,106,0.341935484,200.3,01:00.3,0.646129032,2:0.646129032,02:00.6,170.4,00:00.6,0.549677419,03:00.5,149.8,00:00.5,0.483225806,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,10,97.3,7:10,0.313870968,08:00.3
,18,,,83.6,0.269677419,170.4,01:00.3,0.549677419,2:0.549677419,02:00.6,149.8,00:00.6,0.483225806,03:00.5,106,00:00.5,0.341935484,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,86,7:10,0.277419355,08:00.3
,19,,,24.1,0.077741935,149.8,01:00.1,0.483225806,2:0.483225806,02:00.5,106,00:00.5,0.341935484,03:00.3,83.6,00:00.3,0.269677419,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,41.3,7:10,0.133225806,08:00.1
,20,,,36.1,0.116451613,106,01:00.1,0.341935484,2:0.341935484,02:00.3,83.6,00:00.3,0.269677419,03:00.3,24.1,00:00.3,0.077741935,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,43,7:10,0.138709677,08:00.1
,21,,,38.8,0.12516129,83.6,01:00.1,0.269677419,2:0.269677419,02:00.3,24.1,00:00.3,0.077741935,03:00.1,36.1,00:00.1,0.116451613,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,4.3,7:10,0.013870968,08:00.0
,22,,,28.5,0.091935484,24.1,01:00.1,0.077741935,2:0.077741935,02:00.1,36.1,00:00.1,0.116451613,03:00.1,38.8,00:00.1,0.12516129,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,42.194504,7:10,0.136111303,08:00.1
,23,,,41.1,0.132580645,36.1,01:00.1,0.116451613,2:0.116451613,02:00.1,38.8,00:00.1,0.12516129,03:00.1,28.5,00:00.1,0.091935484,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,41.02347925,7:10,0.132333804,08:00.1
9/7/2014,0,Sunday ,sunday,32.7,0.105483871,38.8,01:00.1,0.12516129,2:0.12516129,02:00.1,28.5,00:00.1,0.091935484,03:00.1,41.1,00:00.1,0.132580645,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,33.48395738,7:10,0.108012766,08:00.1
,1,,,39,0.125806452,28.5,01:00.1,0.091935484,2:0.091935484,02:00.1,41.1,00:00.1,0.132580645,03:00.1,32.7,00:00.1,0.105483871,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,33.18586923,7:10,0.107051191,08:00.1
,2,,,36.4,0.117419355,41.1,01:00.1,0.132580645,2:0.132580645,02:00.1,32.7,00:00.1,0.105483871,03:00.1,39,00:00.1,0.125806452,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,38.60328449,7:10,0.124526724,08:00.1
,3,,,37.8,0.121935484,32.7,01:00.1,0.105483871,2:0.105483871,02:00.1,39,00:00.1,0.125806452,03:00.1,36.4,00:00.1,0.117419355,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,35.21485098,7:10,0.113596293,08:00.1
,4,,,40.5,0.130645161,39,01:00.1,0.125806452,2:0.125806452,02:00.1,36.4,00:00.1,0.117419355,03:00.1,37.8,00:00.1,0.121935484,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,34.15768154,7:10,0.110186069,08:00.1
,5,,,30,0.096774194,36.4,01:00.1,0.117419355,2:0.117419355,02:00.1,37.8,00:00.1,0.121935484,03:00.1,40.5,00:00.1,0.130645161,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,32.03213548,7:10,0.103329469,08:00.1
,6,,,39.8,0.128387097,37.8,01:00.1,0.121935484,2:0.121935484,02:00.1,40.5,00:00.1,0.130645161,03:00.1,30,00:00.1,0.096774194,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,27.91728805,7:10,0.090055768,08:00.1
,7,,,38.2,0.123225806,40.5,01:00.1,0.130645161,2:0.130645161,02:00.1,30,00:00.1,0.096774194,03:00.1,39.8,00:00.1,0.128387097,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,100.3847398,7:10,0.323821741,08:00.3
,8,,,37.2,0.12,30,01:00.1,0.096774194,2:0.096774194,02:00.1,39.8,00:00.1,0.128387097,03:00.1,38.2,00:00.1,0.123225806,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,130.7214079,7:10,0.421681961,08:00.4
,9,,,28.5,0.091935484,39.8,01:00.1,0.128387097,2:0.128387097,02:00.1,38.2,00:00.1,0.123225806,03:00.1,37.2,00:00.1,0.12,04:00.1,04:00.1,0,5:0,5:00,0,6:0,6:00,10,102.3,7:10,0.33,08:00.3
,10,,,11.6,0.037419355,38.2,01:00.0,0.123225806,2:0.123225806,02:00.1,37.2,00:00.1,0.12,03:00.1,28.5,03:00.1,0.091935484,04:00.1,00:00.1,0,5:0,5:00,1,6:1,6:01,10,180.8,7:10,0.583225806,08:00.6
,11,,,33.2,0.107096774,37.2,01:00.1,0.12,2:0.12,02:00.1,28.5,02:00.1,0.091935484,03:00.1,11.6,00:00.1,0.037419355,04:00.0,00:00.0,0,5:0,5:00,1,6:1,6:01,10,181.7,7:10,0.586129032,08:00.6
,12,,,33.2,0.107096774,28.5,01:00.1,0.091935484,2:0.091935484,02:00.1,11.6,00:00.1,0.037419355,03:00.0,33.2,00:00.0,0.107096774,04:00.1,00:00.1,0,5:0,5:00,1,6:1,6:01,10,191.1,7:10,0.616451613,08:00.6
,13,,,30.7,0.099032258,11.6,01:00.1,0.037419355,2:0.037419355,02:00.0,33.2,00:00.0,0.107096774,03:00.1,33.2,00:00.1,0.107096774,04:00.1,00:00.1,0,5:0,5:00,1,6:1,6:01,10,183.9,7:10,0.593225806,08:00.6
,14,,,250.7381304,0.808832679,33.2,01:00.8,0.107096774,2:0.107096774,02:00.1,33.2,00:00.1,0.107096774,03:00.1,30.7,00:00.1,0.099032258,04:00.1,00:00.1,0,5:0,5:00,1,6:1,6:01,10,200.3,7:10,0.646129032,08:00.6
,15,,,260.0378473,0.838831765,33.2,01:00.8,0.107096774,2:0.107096774,02:00.1,30.7,00:00.1,0.099032258,03:00.1,250.7381304,00:00.1,0.808832679,04:00.8,00:00.8,0,5:0,5:00,1,6:1,6:01,10,170.4,7:10,0.549677419,08:00.5
,16,,,191.2768042,0.617021949,30.7,01:00.6,0.099032258,2:0.099032258,02:00.1,250.7381304,00:00.1,0.808832679,03:00.8,260.0378473,00:00.8,0.838831765,04:00.8,00:00.8,0,5:0,5:00,1,6:1,6:01,10,149.8,7:10,0.483225806,08:00.5
,17,,,141.1190891,0.455222868,250.7381304,01:00.5,0.808832679,2:0.808832679,02:00.8,260.0378473,00:00.8,0.838831765,03:00.8,191.2768042,00:00.8,0.617021949,04:00.6,00:00.6,0,5:0,5:00,1,6:1,6:01,10,106,7:10,0.341935484,08:00.3
,18,,,108.3534537,0.34952727,260.0378473,01:00.4,0.838831765,2:0.838831765,02:00.8,191.2768042,00:00.8,0.617021949,03:00.6,141.1190891,00:00.6,0.455222868,04:00.5,00:00.5,0,5:0,5:00,0,6:0,6:00,10,83.6,7:10,0.269677419,08:00.3
,19,,,212.8,0.686451613,191.2768042,01:00.7,0.617021949,2:0.617021949,02:00.6,141.1190891,00:00.6,0.455222868,03:00.5,108.3534537,00:00.5,0.34952727,04:00.3,04:00.3,0,5:0,5:00,0,6:0,6:00,10,24.1,7:10,0.077741935,08:00.1
,20,,,43.4,0.14,141.1190891,01:00.1,0.455222868,2:0.455222868,02:00.5,108.3534537,00:00.5,0.34952727,03:00.3,212.8,03:00.3,0.686451613,04:00.7,00:00.7,0,5:0,5:00,0,6:0,6:00,10,36.1,7:10,0.116451613,08:00.1
,21,,,40.2,0.129677419,108.3534537,01:00.1,0.34952727,2:0.34952727,02:00.4,212.8,02:00.4,0.686451613,03:00.7,43.4,00:00.7,0.14,04:00.1,04:00.1,0,5:0,5:00,0,6:0,6:00,10,38.8,7:10,0.12516129,08:00.1
,22,,,36,0.116129032,212.8,01:00.1,0.686451613,2:0.686451613,02:00.7,43.4,00:00.7,0.14,03:00.1,40.2,03:00.1,0.129677419,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,28.5,7:10,0.091935484,08:00.1
,23,,,46.4,0.149677419,43.4,01:00.2,0.14,2:0.14,02:00.1,40.2,02:00.1,0.129677419,03:00.1,36,00:00.1,0.116129032,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,10,41.1,7:10,0.132580645,08:00.1
9/8/2014,0,Monday,,34.2,0.110322581,40.2,01:00.1,0.129677419,2:0.129677419,02:00.1,36,00:00.1,0.116129032,03:00.1,46.4,00:00.1,0.149677419,04:00.2,00:00.1,1,5:1,5:01,0,6:0,6:00,10,32.7,7:10,0.105483871,08:00.1
,1,,,40.3,0.13,36,01:00.1,0.116129032,2:0.116129032,02:00.1,46.4,00:00.1,0.149677419,03:00.2,34.2,00:00.2,0.110322581,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,39,7:10,0.125806452,08:00.1
,2,,,40.1,0.129354839,46.4,01:00.1,0.149677419,2:0.149677419,02:00.2,34.2,00:00.2,0.110322581,03:00.1,40.3,00:00.1,0.13,04:00.1,04:00.1,1,5:1,5:01,0,6:0,6:00,10,36.4,7:10,0.117419355,08:00.1
,3,,,39.2,0.126451613,34.2,01:00.1,0.110322581,2:0.110322581,02:00.1,40.3,00:00.1,0.13,03:00.1,40.1,03:00.1,0.129354839,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,37.8,7:10,0.121935484,08:00.1
,4,,,38.7,0.12483871,40.3,01:00.1,0.13,2:0.13,02:00.1,40.1,02:00.1,0.129354839,03:00.1,39.2,00:00.1,0.126451613,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,40.5,7:10,0.130645161,08:00.1
,5,,,38.4,0.123870968,40.1,01:00.1,0.129354839,2:0.129354839,02:00.1,39.2,00:00.1,0.126451613,03:00.1,38.7,00:00.1,0.12483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,30,7:10,0.096774194,08:00.1
,6,,,45.5,0.146774194,39.2,01:00.1,0.126451613,2:0.126451613,02:00.1,38.7,00:00.1,0.12483871,03:00.1,38.4,00:00.1,0.123870968,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,39.8,7:10,0.128387097,08:00.1
,7,,,54.8,0.176774194,38.7,01:00.2,0.12483871,2:0.12483871,02:00.1,38.4,00:00.1,0.123870968,03:00.1,45.5,00:00.1,0.146774194,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,38.2,7:10,0.123225806,08:00.1
,8,,,137.2641435,0.44278756,38.4,01:00.4,0.123870968,2:0.123870968,02:00.1,45.5,00:00.1,0.146774194,03:00.1,54.8,00:00.1,0.176774194,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,10,37.2,7:10,0.12,08:00.1
,9,,,275.3,0.888064516,45.5,01:00.9,0.146774194,2:0.146774194,02:00.1,54.8,00:00.1,0.176774194,03:00.2,137.2641435,00:00.2,0.44278756,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,10,28.5,7:10,0.091935484,08:00.1
,10,,,245.6,0.792258065,54.8,01:00.8,0.176774194,2:0.176774194,02:00.2,137.2641435,00:00.2,0.44278756,03:00.4,275.3,00:00.4,0.888064516,04:00.9,00:00.9,1,5:1,5:01,1,6:1,6:01,10,11.6,7:10,0.037419355,08:00.0
,11,,,249.9,0.806129032,137.2641435,01:00.8,0.44278756,2:0.44278756,02:00.4,275.3,00:00.4,0.888064516,03:00.9,245.6,00:00.9,0.792258065,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,33.2,7:10,0.107096774,08:00.1
,12,,,237,0.764516129,275.3,01:00.8,0.888064516,2:0.888064516,02:00.9,245.6,00:00.9,0.792258065,03:00.8,249.9,00:00.8,0.806129032,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,33.2,7:10,0.107096774,08:00.1
,13,,,233,0.751612903,245.6,01:00.8,0.792258065,2:0.792258065,02:00.8,249.9,00:00.8,0.806129032,03:00.8,237,00:00.8,0.764516129,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,30.7,7:10,0.099032258,08:00.1
,14,,,247.5,0.798387097,249.9,01:00.8,0.806129032,2:0.806129032,02:00.8,237,00:00.8,0.764516129,03:00.8,233,00:00.8,0.751612903,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,250.7381304,7:10,0.808832679,08:00.8
,15,,,258.6,0.834193548,237,01:00.8,0.764516129,2:0.764516129,02:00.8,233,00:00.8,0.751612903,03:00.8,247.5,00:00.8,0.798387097,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,260.0378473,7:10,0.838831765,08:00.8
,16,,,191.4,0.617419355,233,01:00.6,0.751612903,2:0.751612903,02:00.8,247.5,00:00.8,0.798387097,03:00.8,258.6,00:00.8,0.834193548,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,191.2768042,7:10,0.617021949,08:00.6
,17,,,128.3,0.413870968,247.5,01:00.4,0.798387097,2:0.798387097,02:00.8,258.6,00:00.8,0.834193548,03:00.8,191.4,00:00.8,0.617419355,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,141.1190891,7:10,0.455222868,08:00.5
,18,,,83.1,0.268064516,258.6,01:00.3,0.834193548,2:0.834193548,02:00.8,191.4,00:00.8,0.617419355,03:00.6,128.3,00:00.6,0.413870968,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,10,108.3534537,7:10,0.34952727,08:00.4
,19,,,39.8,0.128387097,191.4,01:00.1,0.617419355,2:0.617419355,02:00.6,128.3,00:00.6,0.413870968,03:00.4,83.1,00:00.4,0.268064516,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,212.8,7:10,0.686451613,08:00.7
,20,,,41.2,0.132903226,128.3,01:00.1,0.413870968,2:0.413870968,02:00.4,83.1,00:00.4,0.268064516,03:00.3,39.8,00:00.3,0.128387097,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,43.4,7:10,0.14,08:00.1
,21,,,27.7,0.089354839,83.1,01:00.1,0.268064516,2:0.268064516,02:00.3,39.8,00:00.3,0.128387097,03:00.1,41.2,00:00.1,0.132903226,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,40.2,7:10,0.129677419,08:00.1
,22,,,45,0.14516129,39.8,01:00.1,0.128387097,2:0.128387097,02:00.1,41.2,00:00.1,0.132903226,03:00.1,27.7,00:00.1,0.089354839,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,36,7:10,0.116129032,08:00.1
,23,,,35.5,0.114516129,41.2,01:00.1,0.132903226,2:0.132903226,02:00.1,27.7,00:00.1,0.089354839,03:00.1,45,00:00.1,0.14516129,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,46.4,7:10,0.149677419,08:00.2
9/9/2014,0,Tuesday,,34.5,0.111290323,27.7,01:00.1,0.089354839,2:0.089354839,02:00.1,45,00:00.1,0.14516129,03:00.1,35.5,00:00.1,0.114516129,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,34.2,7:10,0.110322581,08:00.1
,1,,,37.4,0.120645161,45,01:00.1,0.14516129,2:0.14516129,02:00.1,35.5,00:00.1,0.114516129,03:00.1,34.5,00:00.1,0.111290323,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,40.3,7:10,0.13,08:00.1
,2,,,42.9,0.138387097,35.5,01:00.1,0.114516129,2:0.114516129,02:00.1,34.5,00:00.1,0.111290323,03:00.1,37.4,00:00.1,0.120645161,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,40.1,7:10,0.129354839,08:00.1
,3,,,38.5,0.124193548,34.5,01:00.1,0.111290323,2:0.111290323,02:00.1,37.4,00:00.1,0.120645161,03:00.1,42.9,00:00.1,0.138387097,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,39.2,7:10,0.126451613,08:00.1
,4,,,38.7,0.12483871,37.4,01:00.1,0.120645161,2:0.120645161,02:00.1,42.9,00:00.1,0.138387097,03:00.1,38.5,00:00.1,0.124193548,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,38.7,7:10,0.12483871,08:00.1
,5,,,37.5,0.120967742,42.9,01:00.1,0.138387097,2:0.138387097,02:00.1,38.5,00:00.1,0.124193548,03:00.1,38.7,00:00.1,0.12483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,38.4,7:10,0.123870968,08:00.1
,6,,,47.8,0.154193548,38.5,01:00.2,0.124193548,2:0.124193548,02:00.1,38.7,00:00.1,0.12483871,03:00.1,37.5,00:00.1,0.120967742,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,45.5,7:10,0.146774194,08:00.1
,7,,,84.4,0.272258065,38.7,01:00.3,0.12483871,2:0.12483871,02:00.1,37.5,00:00.1,0.120967742,03:00.1,47.8,00:00.1,0.154193548,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,10,54.8,7:10,0.176774194,08:00.2
,8,,,138.6,0.447096774,37.5,01:00.4,0.120967742,2:0.120967742,02:00.1,47.8,00:00.1,0.154193548,03:00.2,84.4,00:00.2,0.272258065,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,10,137.2641435,7:10,0.44278756,08:00.4
,9,,,195.4,0.630322581,47.8,01:00.6,0.154193548,2:0.154193548,02:00.2,84.4,00:00.2,0.272258065,03:00.3,138.6,00:00.3,0.447096774,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,10,275.3,7:10,0.888064516,08:00.9
,10,,,238.5,0.769354839,84.4,01:00.8,0.272258065,2:0.272258065,02:00.3,138.6,00:00.3,0.447096774,03:00.4,195.4,00:00.4,0.630322581,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,245.6,7:10,0.792258065,08:00.8
,11,,,235.3,0.759032258,138.6,01:00.8,0.447096774,2:0.447096774,02:00.4,195.4,00:00.4,0.630322581,03:00.6,238.5,00:00.6,0.769354839,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,249.9,7:10,0.806129032,08:00.8
,12,,,236.9,0.764193548,195.4,01:00.8,0.630322581,2:0.630322581,02:00.6,238.5,00:00.6,0.769354839,03:00.8,235.3,00:00.8,0.759032258,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,237,7:10,0.764516129,08:00.8
,13,,,260.1,0.839032258,238.5,01:00.8,0.769354839,2:0.769354839,02:00.8,235.3,00:00.8,0.759032258,03:00.8,236.9,00:00.8,0.764193548,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,233,7:10,0.751612903,08:00.8
,14,,,252.3,0.813870968,235.3,01:00.8,0.759032258,2:0.759032258,02:00.8,236.9,00:00.8,0.764193548,03:00.8,260.1,00:00.8,0.839032258,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,247.5,7:10,0.798387097,08:00.8
,15,,,287.5,0.927419355,236.9,01:00.9,0.764193548,2:0.764193548,02:00.8,260.1,00:00.8,0.839032258,03:00.8,252.3,00:00.8,0.813870968,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,10,258.6,7:10,0.834193548,08:00.8
,16,,,196,0.632258065,260.1,01:00.6,0.839032258,2:0.839032258,02:00.8,252.3,00:00.8,0.813870968,03:00.8,287.5,00:00.8,0.927419355,04:00.9,00:00.9,1,5:1,5:01,1,6:1,6:01,10,191.4,7:10,0.617419355,08:00.6
,17,,,151.9,0.49,252.3,01:00.5,0.813870968,2:0.813870968,02:00.8,287.5,00:00.8,0.927419355,03:00.9,196,00:00.9,0.632258065,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,10,128.3,7:10,0.413870968,08:00.4
,18,,,119.1,0.384193548,287.5,01:00.4,0.927419355,2:0.927419355,02:00.9,196,00:00.9,0.632258065,03:00.6,151.9,00:00.6,0.49,04:00.5,04:00.5,1,5:1,5:01,0,6:0,6:00,10,83.1,7:10,0.268064516,08:00.3
,19,,,76.8,0.247741935,196,01:00.2,0.632258065,2:0.632258065,02:00.6,151.9,00:00.6,0.49,03:00.5,119.1,03:00.5,0.384193548,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,10,39.8,7:10,0.128387097,08:00.1
,20,,,63.4,0.204516129,151.9,01:00.2,0.49,2:0.49,02:00.5,119.1,02:00.5,0.384193548,03:00.4,76.8,00:00.4,0.247741935,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,10,41.2,7:10,0.132903226,08:00.1
,21,,,16.7,0.053870968,119.1,01:00.1,0.384193548,2:0.384193548,02:00.4,76.8,00:00.4,0.247741935,03:00.2,63.4,00:00.2,0.204516129,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,10,27.7,7:10,0.089354839,08:00.1
,22,,,42.5,0.137096774,76.8,01:00.1,0.247741935,2:0.247741935,02:00.2,63.4,00:00.2,0.204516129,03:00.2,16.7,00:00.2,0.053870968,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,45,7:10,0.14516129,08:00.1
,23,,,43.2,0.139354839,63.4,01:00.1,0.204516129,2:0.204516129,02:00.2,16.7,00:00.2,0.053870968,03:00.1,42.5,00:00.1,0.137096774,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,35.5,7:10,0.114516129,08:00.1
9/10/2014,0,Wednesday,,32.5,0.10483871,16.7,01:00.1,0.053870968,2:0.053870968,02:00.1,42.5,00:00.1,0.137096774,03:00.1,43.2,00:00.1,0.139354839,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,34.5,7:10,0.111290323,08:00.1
,1,,,36.8,0.118709677,42.5,01:00.1,0.137096774,2:0.137096774,02:00.1,43.2,00:00.1,0.139354839,03:00.1,32.5,00:00.1,0.10483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,37.4,7:10,0.120645161,08:00.1
,2,,,40.6,0.130967742,43.2,01:00.1,0.139354839,2:0.139354839,02:00.1,32.5,00:00.1,0.10483871,03:00.1,36.8,00:00.1,0.118709677,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,42.9,7:10,0.138387097,08:00.1
,3,,,35.6,0.11483871,32.5,01:00.1,0.10483871,2:0.10483871,02:00.1,36.8,00:00.1,0.118709677,03:00.1,40.6,00:00.1,0.130967742,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,38.5,7:10,0.124193548,08:00.1
,4,,,39.1,0.126129032,36.8,01:00.1,0.118709677,2:0.118709677,02:00.1,40.6,00:00.1,0.130967742,03:00.1,35.6,00:00.1,0.11483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,10,38.7,7:10,0.12483871,08:00.1
