Date,Hour,Day,Holiday,Load,Load,t-3,Load,t-3,,t-3,t-2,t-3,t-2,t-2,t-1,t-2,t-1,t-1,t-1,H/o,H/o,h/o,W/o,,W/O,Month,d-1,month,d-1,d-1
,8,,,58.1,0.187419355,42.1,01:00.2,0.135806452,2:0.135806452,02:00.1,43.8,00:00.1,0.141290323,03:00.1,37.1,00:00.1,0.119677419,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,73.7,7:00,0.237741935,08:00.2
,9,,,58.9,0.19,43.8,01:00.2,0.141290323,2:0.141290323,02:00.1,37.1,00:00.1,0.119677419,03:00.1,58.1,00:00.1,0.187419355,04:00.2,00:00.2,0,5:0,5:00,0,6:0,6:00,0,65.6,7:00,0.211612903,08:00.2
,10,,,77.3,0.249354839,37.1,01:00.2,0.119677419,2:0.119677419,02:00.1,58.1,00:00.1,0.187419355,03:00.2,58.9,00:00.2,0.19,04:00.2,04:00.2,0,5:0,5:00,1,6:1,6:01,0,210.2142353,7:00,0.678110436,08:00.7
,11,,,81.7,0.263548387,58.1,01:00.3,0.187419355,2:0.187419355,02:00.2,58.9,00:00.2,0.19,03:00.2,77.3,03:00.2,0.249354839,04:00.2,00:00.2,0,5:0,5:00,1,6:1,6:01,0,223.5171555,7:00,0.721023082,08:00.7
,12,,,35.5,0.114516129,58.9,01:00.1,0.19,2:0.19,02:00.2,77.3,02:00.2,0.249354839,03:00.2,81.7,00:00.2,0.263548387,04:00.3,00:00.3,0,5:0,5:00,1,6:1,6:01,0,78.45,7:00,0.253064516,08:00.3
,13,,,67.7,0.218387097,77.3,01:00.2,0.249354839,2:0.249354839,02:00.2,81.7,00:00.2,0.263548387,03:00.3,35.5,00:00.3,0.114516129,04:00.1,00:00.1,0,5:0,5:00,1,6:1,6:01,0,250.4,7:00,0.807741935,08:00.8
,14,,,62,0.2,81.7,01:00.2,0.263548387,2:0.263548387,02:00.3,35.5,00:00.3,0.114516129,03:00.1,67.7,00:00.1,0.218387097,04:00.2,00:00.2,0,5:0,5:00,1,6:1,6:01,0,248.8,7:00,0.802580645,08:00.8
,15,,,64.4,0.207741935,35.5,01:00.2,0.114516129,2:0.114516129,02:00.1,67.7,00:00.1,0.218387097,03:00.2,62,00:00.2,0.2,04:00.2,04:00.2,0,5:0,5:00,1,6:1,6:01,0,257.8,7:00,0.831612903,08:00.8
,16,,,50.1,0.161612903,67.7,01:00.2,0.218387097,2:0.218387097,02:00.2,62,00:00.2,0.2,03:00.2,64.4,03:00.2,0.207741935,04:00.2,00:00.2,0,5:0,5:00,1,6:1,6:01,0,193.5,7:00,0.624193548,08:00.6
,17,,,35.9,0.115806452,62,01:00.1,0.2,2:0.2,02:00.2,64.4,02:00.2,0.207741935,03:00.2,50.1,00:00.2,0.161612903,04:00.2,00:00.2,0,5:0,5:00,1,6:1,6:01,0,95.2,7:00,0.307096774,08:00.3
,18,,,39.2,0.126451613,64.4,01:00.1,0.207741935,2:0.207741935,02:00.2,50.1,00:00.2,0.161612903,03:00.2,35.9,00:00.2,0.115806452,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,63.5,7:00,0.20483871,08:00.2
,19,,,32.3,0.104193548,50.1,01:00.1,0.161612903,2:0.161612903,02:00.2,35.9,00:00.2,0.115806452,03:00.1,39.2,00:00.1,0.126451613,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,32,7:00,0.103225806,08:00.1
,20,,,34.7,0.111935484,35.9,01:00.1,0.115806452,2:0.115806452,02:00.1,39.2,00:00.1,0.126451613,03:00.1,32.3,00:00.1,0.104193548,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,34.9,7:00,0.112580645,08:00.1
,21,,,39.9,0.128709677,39.2,01:00.1,0.126451613,2:0.126451613,02:00.1,32.3,00:00.1,0.104193548,03:00.1,34.7,00:00.1,0.111935484,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,39.3,7:00,0.126774194,08:00.1
,22,,,42.5,0.137096774,32.3,01:00.1,0.104193548,2:0.104193548,02:00.1,34.7,00:00.1,0.111935484,03:00.1,39.9,00:00.1,0.128709677,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,40.1,7:00,0.129354839,08:00.1
,23,,,31.6,0.101935484,34.7,01:00.1,0.111935484,2:0.111935484,02:00.1,39.9,00:00.1,0.128709677,03:00.1,42.5,00:00.1,0.137096774,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,42.6,7:00,0.137419355,08:00.1
6/27/2015,0,Saturday,,35.9,0.115806452,39.9,01:00.1,0.128709677,2:0.128709677,02:00.1,42.5,00:00.1,0.137096774,03:00.1,31.6,00:00.1,0.101935484,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,35.8,7:00,0.115483871,08:00.1
,1,,,44.8,0.144516129,42.5,01:00.1,0.137096774,2:0.137096774,02:00.1,31.6,00:00.1,0.101935484,03:00.1,35.9,00:00.1,0.115806452,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,34.7,7:00,0.111935484,08:00.1
,2,,,37.8,0.121935484,31.6,01:00.1,0.101935484,2:0.101935484,02:00.1,35.9,00:00.1,0.115806452,03:00.1,44.8,00:00.1,0.144516129,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,33.9,7:00,0.109354839,08:00.1
,3,,,44.4,0.143225806,35.9,01:00.1,0.115806452,2:0.115806452,02:00.1,44.8,00:00.1,0.144516129,03:00.1,37.8,00:00.1,0.121935484,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,36.2,7:00,0.116774194,08:00.1
,4,,,38.3,0.123548387,44.8,01:00.1,0.144516129,2:0.144516129,02:00.1,37.8,00:00.1,0.121935484,03:00.1,44.4,00:00.1,0.143225806,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,34.6,7:00,0.111612903,08:00.1
,5,,,35.8,0.115483871,37.8,01:00.1,0.121935484,2:0.121935484,02:00.1,44.4,00:00.1,0.143225806,03:00.1,38.3,00:00.1,0.123548387,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,42.1,7:00,0.135806452,08:00.1
,6,,,45.3,0.146129032,44.4,01:00.1,0.143225806,2:0.143225806,02:00.1,38.3,00:00.1,0.123548387,03:00.1,35.8,00:00.1,0.115483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,43.8,7:00,0.141290323,08:00.1
,7,,,56.5,0.182258065,38.3,01:00.2,0.123548387,2:0.123548387,02:00.1,35.8,00:00.1,0.115483871,03:00.1,45.3,00:00.1,0.146129032,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,37.1,7:00,0.119677419,08:00.1
,8,,,74.8,0.241290323,35.8,01:00.2,0.115483871,2:0.115483871,02:00.1,45.3,00:00.1,0.146129032,03:00.1,56.5,00:00.1,0.182258065,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,0,58.1,7:00,0.187419355,08:00.2
,9,,,137.4,0.443225806,45.3,01:00.4,0.146129032,2:0.146129032,02:00.1,56.5,00:00.1,0.182258065,03:00.2,74.8,00:00.2,0.241290323,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,0,58.9,7:00,0.19,08:00.2
,10,,,172.6,0.556774194,56.5,01:00.6,0.182258065,2:0.182258065,02:00.2,74.8,00:00.2,0.241290323,03:00.2,137.4,00:00.2,0.443225806,04:00.4,00:00.4,1,5:1,5:01,1,6:1,6:01,0,77.3,7:00,0.249354839,08:00.2
,11,,,184.2,0.594193548,74.8,01:00.6,0.241290323,2:0.241290323,02:00.2,137.4,00:00.2,0.443225806,03:00.4,172.6,00:00.4,0.556774194,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,0,81.7,7:00,0.263548387,08:00.3
,12,,,200.7,0.647419355,137.4,01:00.6,0.443225806,2:0.443225806,02:00.4,172.6,00:00.4,0.556774194,03:00.6,184.2,00:00.6,0.594193548,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,0,35.5,7:00,0.114516129,08:00.1
,13,,,209,0.674193548,172.6,01:00.7,0.556774194,2:0.556774194,02:00.6,184.2,00:00.6,0.594193548,03:00.6,200.7,00:00.6,0.647419355,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,0,67.7,7:00,0.218387097,08:00.2
,14,,,194.2,0.626451613,184.2,01:00.6,0.594193548,2:0.594193548,02:00.6,200.7,00:00.6,0.647419355,03:00.6,209,00:00.6,0.674193548,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,0,62,7:00,0.2,08:00.2
,15,,,192.5,0.620967742,200.7,01:00.6,0.647419355,2:0.647419355,02:00.6,209,00:00.6,0.674193548,03:00.7,194.2,00:00.7,0.626451613,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,0,64.4,7:00,0.207741935,08:00.2
,16,,,133.2,0.429677419,209,01:00.4,0.674193548,2:0.674193548,02:00.7,194.2,00:00.7,0.626451613,03:00.6,192.5,00:00.6,0.620967742,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,0,50.1,7:00,0.161612903,08:00.2
,17,,,85.8,0.276774194,194.2,01:00.3,0.626451613,2:0.626451613,02:00.6,192.5,00:00.6,0.620967742,03:00.6,133.2,00:00.6,0.429677419,04:00.4,00:00.4,1,5:1,5:01,1,6:1,6:01,0,35.9,7:00,0.115806452,08:00.1
,18,,,41,0.132258065,192.5,01:00.1,0.620967742,2:0.620967742,02:00.6,133.2,00:00.6,0.429677419,03:00.4,85.8,00:00.4,0.276774194,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,0,39.2,7:00,0.126451613,08:00.1
,19,,,35.8,0.115483871,133.2,01:00.1,0.429677419,2:0.429677419,02:00.4,85.8,00:00.4,0.276774194,03:00.3,41,00:00.3,0.132258065,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,32.3,7:00,0.104193548,08:00.1
,20,,,29.5,0.09516129,85.8,01:00.1,0.276774194,2:0.276774194,02:00.3,41,00:00.3,0.132258065,03:00.1,35.8,00:00.1,0.115483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,34.7,7:00,0.111935484,08:00.1
,21,,,34.2,0.110322581,41,01:00.1,0.132258065,2:0.132258065,02:00.1,35.8,00:00.1,0.115483871,03:00.1,29.5,00:00.1,0.09516129,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,39.9,7:00,0.128709677,08:00.1
,22,,,40.4,0.130322581,35.8,01:00.1,0.115483871,2:0.115483871,02:00.1,29.5,00:00.1,0.09516129,03:00.1,34.2,00:00.1,0.110322581,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,42.5,7:00,0.137096774,08:00.1
,23,,,37.3,0.120322581,29.5,01:00.1,0.09516129,2:0.09516129,02:00.1,34.2,00:00.1,0.110322581,03:00.1,40.4,00:00.1,0.130322581,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,31.6,7:00,0.101935484,08:00.1
6/28/2015,0,Sunday ,sunday,34.5,0.111290323,34.2,01:00.1,0.110322581,2:0.110322581,02:00.1,40.4,00:00.1,0.130322581,03:00.1,37.3,00:00.1,0.120322581,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,35.9,7:00,0.115806452,08:00.1
,1,,,20.7,0.066774194,40.4,01:00.1,0.130322581,2:0.130322581,02:00.1,37.3,00:00.1,0.120322581,03:00.1,34.5,00:00.1,0.111290323,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,44.8,7:00,0.144516129,08:00.1
,2,,,45.07255729,0.145395346,37.3,01:00.1,0.120322581,2:0.120322581,02:00.1,34.5,00:00.1,0.111290323,03:00.1,20.7,00:00.1,0.066774194,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,37.8,7:00,0.121935484,08:00.1
,3,,,43.33338255,0.139785105,34.5,01:00.1,0.111290323,2:0.111290323,02:00.1,20.7,00:00.1,0.066774194,03:00.1,45.07255729,00:00.1,0.145395346,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,44.4,7:00,0.143225806,08:00.1
,4,,,42.52393272,0.137173977,20.7,01:00.1,0.066774194,2:0.066774194,02:00.1,45.07255729,00:00.1,0.145395346,03:00.1,43.33338255,00:00.1,0.139785105,04:00.1,04:00.1,0,5:0,5:00,0,6:0,6:00,0,38.3,7:00,0.123548387,08:00.1
,5,,,39.7999323,0.128386878,45.07255729,01:00.1,0.145395346,2:0.145395346,02:00.1,43.33338255,00:00.1,0.139785105,03:00.1,42.52393272,03:00.1,0.137173977,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,35.8,7:00,0.115483871,08:00.1
,6,,,41.92617098,0.135245713,43.33338255,01:00.1,0.139785105,2:0.139785105,02:00.1,42.52393272,02:00.1,0.137173977,03:00.1,39.7999323,00:00.1,0.128386878,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,45.3,7:00,0.146129032,08:00.1
,7,,,41.53127342,0.13397185,42.52393272,01:00.1,0.137173977,2:0.137173977,02:00.1,39.7999323,00:00.1,0.128386878,03:00.1,41.92617098,00:00.1,0.135245713,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,56.5,7:00,0.182258065,08:00.2
,8,,,43.6976391,0.140960126,39.7999323,01:00.1,0.128386878,2:0.128386878,02:00.1,41.92617098,00:00.1,0.135245713,03:00.1,41.53127342,00:00.1,0.13397185,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,74.8,7:00,0.241290323,08:00.2
,9,,,53.15783907,0.1714769,41.92617098,01:00.2,0.135245713,2:0.135245713,02:00.1,41.53127342,00:00.1,0.13397185,03:00.1,43.6976391,00:00.1,0.140960126,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,137.4,7:00,0.443225806,08:00.4
,10,,,46.2,0.149032258,41.53127342,01:00.1,0.13397185,2:0.13397185,02:00.1,43.6976391,00:00.1,0.140960126,03:00.1,53.15783907,00:00.1,0.1714769,04:00.2,00:00.2,0,5:0,5:00,1,6:1,6:01,0,172.6,7:00,0.556774194,08:00.6
,11,,,41.9,0.13516129,43.6976391,01:00.1,0.140960126,2:0.140960126,02:00.1,53.15783907,00:00.1,0.1714769,03:00.2,46.2,00:00.2,0.149032258,04:00.1,00:00.1,0,5:0,5:00,1,6:1,6:01,0,184.2,7:00,0.594193548,08:00.6
,12,,,52,0.167741935,53.15783907,01:00.2,0.1714769,2:0.1714769,02:00.2,46.2,00:00.2,0.149032258,03:00.1,41.9,00:00.1,0.13516129,04:00.1,00:00.1,0,5:0,5:00,1,6:1,6:01,0,200.7,7:00,0.647419355,08:00.6
,13,,,44.9,0.14483871,46.2,01:00.1,0.149032258,2:0.149032258,02:00.1,41.9,00:00.1,0.13516129,03:00.1,52,00:00.1,0.167741935,04:00.2,00:00.2,0,5:0,5:00,1,6:1,6:01,0,209,7:00,0.674193548,08:00.7
,14,,,43.4,0.14,41.9,01:00.1,0.13516129,2:0.13516129,02:00.1,52,00:00.1,0.167741935,03:00.2,44.9,00:00.2,0.14483871,04:00.1,00:00.1,0,5:0,5:00,1,6:1,6:01,0,194.2,7:00,0.626451613,08:00.6
,15,,,40.1,0.129354839,52,01:00.1,0.167741935,2:0.167741935,02:00.2,44.9,00:00.2,0.14483871,03:00.1,43.4,00:00.1,0.14,04:00.1,04:00.1,0,5:0,5:00,1,6:1,6:01,0,192.5,7:00,0.620967742,08:00.6
,16,,,39.8,0.128387097,44.9,01:00.1,0.14483871,2:0.14483871,02:00.1,43.4,00:00.1,0.14,03:00.1,40.1,03:00.1,0.129354839,04:00.1,00:00.1,0,5:0,5:00,1,6:1,6:01,0,133.2,7:00,0.429677419,08:00.4
,17,,,30.3,0.097741935,43.4,01:00.1,0.14,2:0.14,02:00.1,40.1,02:00.1,0.129354839,03:00.1,39.8,00:00.1,0.128387097,04:00.1,00:00.1,0,5:0,5:00,1,6:1,6:01,0,85.8,7:00,0.276774194,08:00.3
,18,,,32.2,0.103870968,40.1,01:00.1,0.129354839,2:0.129354839,02:00.1,39.8,00:00.1,0.128387097,03:00.1,30.3,00:00.1,0.097741935,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,41,7:00,0.132258065,08:00.1
,19,,,22.8,0.073548387,39.8,01:00.1,0.128387097,2:0.128387097,02:00.1,30.3,00:00.1,0.097741935,03:00.1,32.2,00:00.1,0.103870968,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,35.8,7:00,0.115483871,08:00.1
,20,,,31.1,0.100322581,30.3,01:00.1,0.097741935,2:0.097741935,02:00.1,32.2,00:00.1,0.103870968,03:00.1,22.8,00:00.1,0.073548387,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,29.5,7:00,0.09516129,08:00.1
,21,,,42.8,0.138064516,32.2,01:00.1,0.103870968,2:0.103870968,02:00.1,22.8,00:00.1,0.073548387,03:00.1,31.1,00:00.1,0.100322581,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,34.2,7:00,0.110322581,08:00.1
,22,,,44.4,0.143225806,22.8,01:00.1,0.073548387,2:0.073548387,02:00.1,31.1,00:00.1,0.100322581,03:00.1,42.8,00:00.1,0.138064516,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,40.4,7:00,0.130322581,08:00.1
,23,,,38.2,0.123225806,31.1,01:00.1,0.100322581,2:0.100322581,02:00.1,42.8,00:00.1,0.138064516,03:00.1,44.4,00:00.1,0.143225806,04:00.1,00:00.1,0,5:0,5:00,0,6:0,6:00,0,37.3,7:00,0.120322581,08:00.1
6/29/2015,0,Monday,,35.2,0.113548387,42.8,01:00.1,0.138064516,2:0.138064516,02:00.1,44.4,00:00.1,0.143225806,03:00.1,38.2,00:00.1,0.123225806,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,34.5,7:00,0.111290323,08:00.1
,1,,,43,0.138709677,44.4,01:00.1,0.143225806,2:0.143225806,02:00.1,38.2,00:00.1,0.123225806,03:00.1,35.2,00:00.1,0.113548387,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,20.7,7:00,0.066774194,08:00.1
,2,,,41.8,0.13483871,38.2,01:00.1,0.123225806,2:0.123225806,02:00.1,35.2,00:00.1,0.113548387,03:00.1,43,00:00.1,0.138709677,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,45.07255729,7:00,0.145395346,08:00.1
,3,,,37.5,0.120967742,35.2,01:00.1,0.113548387,2:0.113548387,02:00.1,43,00:00.1,0.138709677,03:00.1,41.8,00:00.1,0.13483871,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,43.33338255,7:00,0.139785105,08:00.1
,4,,,38.6,0.124516129,43,01:00.1,0.138709677,2:0.138709677,02:00.1,41.8,00:00.1,0.13483871,03:00.1,37.5,00:00.1,0.120967742,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,42.52393272,7:00,0.137173977,08:00.1
,5,,,38.2,0.123225806,41.8,01:00.1,0.13483871,2:0.13483871,02:00.1,37.5,00:00.1,0.120967742,03:00.1,38.6,00:00.1,0.124516129,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,39.7999323,7:00,0.128386878,08:00.1
,6,,,64.5,0.208064516,37.5,01:00.2,0.120967742,2:0.120967742,02:00.1,38.6,00:00.1,0.124516129,03:00.1,38.2,00:00.1,0.123225806,04:00.1,00:00.1,1,5:1,5:01,0,6:0,6:00,0,41.92617098,7:00,0.135245713,08:00.1
,7,,,101.1,0.326129032,38.6,01:00.3,0.124516129,2:0.124516129,02:00.1,38.2,00:00.1,0.123225806,03:00.1,64.5,00:00.1,0.208064516,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,0,41.53127342,7:00,0.13397185,08:00.1
,8,,,112.7,0.363548387,38.2,01:00.4,0.123225806,2:0.123225806,02:00.1,64.5,00:00.1,0.208064516,03:00.2,101.1,00:00.2,0.326129032,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,0,43.6976391,7:00,0.140960126,08:00.1
,9,,,185.6,0.598709677,64.5,01:00.6,0.208064516,2:0.208064516,02:00.2,101.1,00:00.2,0.326129032,03:00.3,112.7,00:00.3,0.363548387,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,0,53.15783907,7:00,0.1714769,08:00.2
,10,,,235.6,0.76,101.1,01:00.8,0.326129032,2:0.326129032,02:00.3,112.7,00:00.3,0.363548387,03:00.4,185.6,00:00.4,0.598709677,04:00.6,00:00.6,1,5:1,5:01,1,6:1,6:01,0,46.2,7:00,0.149032258,08:00.1
,11,,,254.7,0.821612903,112.7,01:00.8,0.363548387,2:0.363548387,02:00.4,185.6,00:00.4,0.598709677,03:00.6,235.6,00:00.6,0.76,04:00.8,04:00.8,1,5:1,5:01,1,6:1,6:01,0,41.9,7:00,0.13516129,08:00.1
,12,,,245.2,0.790967742,185.6,01:00.8,0.598709677,2:0.598709677,02:00.6,235.6,00:00.6,0.76,03:00.8,254.7,03:00.8,0.821612903,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,0,52,7:00,0.167741935,08:00.2
,13,,,240.6,0.776129032,235.6,01:00.8,0.76,2:0.76,02:00.8,254.7,02:00.8,0.821612903,03:00.8,245.2,00:00.8,0.790967742,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,0,44.9,7:00,0.14483871,08:00.1
,14,,,249.6,0.80516129,254.7,01:00.8,0.821612903,2:0.821612903,02:00.8,245.2,00:00.8,0.790967742,03:00.8,240.6,00:00.8,0.776129032,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,0,43.4,7:00,0.14,08:00.1
,15,,,252.6,0.81483871,245.2,01:00.8,0.790967742,2:0.790967742,02:00.8,240.6,00:00.8,0.776129032,03:00.8,249.6,00:00.8,0.80516129,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,0,40.1,7:00,0.129354839,08:00.1
,16,,,219.7,0.708709677,240.6,01:00.7,0.776129032,2:0.776129032,02:00.8,249.6,00:00.8,0.80516129,03:00.8,252.6,00:00.8,0.81483871,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,0,39.8,7:00,0.128387097,08:00.1
,17,,,114.2,0.368387097,249.6,01:00.4,0.80516129,2:0.80516129,02:00.8,252.6,00:00.8,0.81483871,03:00.8,219.7,00:00.8,0.708709677,04:00.7,00:00.7,1,5:1,5:01,1,6:1,6:01,0,30.3,7:00,0.097741935,08:00.1
,18,,,106.5,0.343548387,252.6,01:00.3,0.81483871,2:0.81483871,02:00.8,219.7,00:00.8,0.708709677,03:00.7,114.2,00:00.7,0.368387097,04:00.4,00:00.4,1,5:1,5:01,0,6:0,6:00,0,32.2,7:00,0.103870968,08:00.1
,19,,,69.2,0.223225806,219.7,01:00.2,0.708709677,2:0.708709677,02:00.7,114.2,00:00.7,0.368387097,03:00.4,106.5,00:00.4,0.343548387,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,0,22.8,7:00,0.073548387,08:00.1
,20,,,89,0.287096774,114.2,01:00.3,0.368387097,2:0.368387097,02:00.4,106.5,00:00.4,0.343548387,03:00.3,69.2,00:00.3,0.223225806,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,0,31.1,7:00,0.100322581,08:00.1
,21,,,73.9,0.238387097,106.5,01:00.2,0.343548387,2:0.343548387,02:00.3,69.2,00:00.3,0.223225806,03:00.2,89,00:00.2,0.287096774,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,0,42.8,7:00,0.138064516,08:00.1
,22,,,85.8,0.276774194,69.2,01:00.3,0.223225806,2:0.223225806,02:00.2,89,00:00.2,0.287096774,03:00.3,73.9,00:00.3,0.238387097,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,0,44.4,7:00,0.143225806,08:00.1
,23,,,73.4,0.236774194,89,01:00.2,0.287096774,2:0.287096774,02:00.3,73.9,00:00.3,0.238387097,03:00.2,85.8,00:00.2,0.276774194,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,0,38.2,7:00,0.123225806,08:00.1
6/30/2015,0,Tuesday,,9.7,0.031290323,73.9,01:00.0,0.238387097,2:0.238387097,02:00.2,85.8,00:00.2,0.276774194,03:00.3,73.4,00:00.3,0.236774194,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,0,35.2,7:00,0.113548387,08:00.1
,1,,,81,0.261290323,85.8,01:00.3,0.276774194,2:0.276774194,02:00.3,73.4,00:00.3,0.236774194,03:00.2,9.7,00:00.2,0.031290323,04:00.0,00:00.0,1,5:1,5:01,0,6:0,6:00,0,43,7:00,0.138709677,08:00.1
,2,,,78.7,0.253870968,73.4,01:00.3,0.236774194,2:0.236774194,02:00.2,9.7,00:00.2,0.031290323,03:00.0,81,00:00.0,0.261290323,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,0,41.8,7:00,0.13483871,08:00.1
,3,,,75.7,0.244193548,9.7,01:00.2,0.031290323,2:0.031290323,02:00.0,81,00:00.0,0.261290323,03:00.3,78.7,00:00.3,0.253870968,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,0,37.5,7:00,0.120967742,08:00.1
,4,,,76.6,0.247096774,81,01:00.2,0.261290323,2:0.261290323,02:00.3,78.7,00:00.3,0.253870968,03:00.3,75.7,00:00.3,0.244193548,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,0,38.6,7:00,0.124516129,08:00.1
,5,,,79.2,0.255483871,78.7,01:00.3,0.253870968,2:0.253870968,02:00.3,75.7,00:00.3,0.244193548,03:00.2,76.6,00:00.2,0.247096774,04:00.2,00:00.2,1,5:1,5:01,0,6:0,6:00,0,38.2,7:00,0.123225806,08:00.1
,6,,,93,0.3,75.7,01:00.3,0.244193548,2:0.244193548,02:00.2,76.6,00:00.2,0.247096774,03:00.2,79.2,00:00.2,0.255483871,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,0,64.5,7:00,0.208064516,08:00.2
,7,,,99.3,0.320322581,76.6,01:00.3,0.247096774,2:0.247096774,02:00.2,79.2,00:00.2,0.255483871,03:00.3,93,00:00.3,0.3,04:00.3,04:00.3,1,5:1,5:01,0,6:0,6:00,0,101.1,7:00,0.326129032,08:00.3
,8,,,87.1,0.280967742,79.2,01:00.3,0.255483871,2:0.255483871,02:00.3,93,00:00.3,0.3,03:00.3,99.3,03:00.3,0.320322581,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,0,112.7,7:00,0.363548387,08:00.4
,9,,,140.1,0.451935484,93,01:00.5,0.3,2:0.3,02:00.3,99.3,02:00.3,0.320322581,03:00.3,87.1,00:00.3,0.280967742,04:00.3,00:00.3,1,5:1,5:01,0,6:0,6:00,0,185.6,7:00,0.598709677,08:00.6
,10,,,279.4,0.901290323,99.3,01:00.9,0.320322581,2:0.320322581,02:00.3,87.1,00:00.3,0.280967742,03:00.3,140.1,00:00.3,0.451935484,04:00.5,00:00.5,1,5:1,5:01,1,6:1,6:01,0,235.6,7:00,0.76,08:00.8
,11,,,242.1,0.780967742,87.1,01:00.8,0.280967742,2:0.280967742,02:00.3,140.1,00:00.3,0.451935484,03:00.5,279.4,00:00.5,0.901290323,04:00.9,00:00.9,1,5:1,5:01,1,6:1,6:01,0,254.7,7:00,0.821612903,08:00.8
,12,,,240.2,0.77483871,140.1,01:00.8,0.451935484,2:0.451935484,02:00.5,279.4,00:00.5,0.901290323,03:00.9,242.1,00:00.9,0.780967742,04:00.8,00:00.8,1,5:1,5:01,1,6:1,6:01,0,245.2,7:00,0.790967742,08:00.8
